attendance,internal_marks,behavior_score,study_hours,final_result,risk_level
86,73,1,1.0,0,High
88,86,4,4.1,1,Low
50,57,3,3.5,0,High
60,52,9,2.9,0,Medium
65,63,1,1.3,0,High
64,40,8,2.8,0,High
61,64,9,4.8,0,Medium
98,71,7,5.4,1,Low
66,57,1,4.4,0,High
88,53,4,0.8,0,Medium
52,37,1,4.2,0,High
72,82,4,1.8,1,Medium
73,33,3,2.2,0,High
80,34,2,1.6,0,High
74,78,1,4.8,0,High
40,59,6,4.1,0,High
60,92,7,3.9,0,Medium
87,76,6,4.2,1,Low
94,55,9,1.8,1,Medium
45,86,9,2.9,0,High
67,66,2,4.0,0,High
56,36,2,4.0,0,High
44,69,9,4.9,0,High
70,68,1,2.1,0,High
44,91,5,4.7,0,High
77,82,1,2.9,0,High
42,33,7,4.2,0,High
92,54,9,3.0,0,Medium
62,36,6,5.7,0,High
76,57,2,1.5,0,High
92,98,6,4.2,1,Low
76,96,9,3.7,1,Low
49,49,3,1.5,0,High
49,40,9,0.9,0,High
58,96,8,4.9,0,High
56,36,7,1.4,0,High
60,52,8,1.5,0,Medium
53,90,6,5.9,0,High
48,63,3,4.4,0,High
85,48,7,1.9,0,Medium
40,87,4,3.8,0,High
90,38,5,3.4,0,High
84,77,8,5.1,1,Low
52,70,7,4.5,0,High
43,77,7,5.1,0,High
40,74,8,1.7,0,High
88,54,3,4.0,0,Medium
79,54,3,0.7,0,Medium
71,48,2,0.9,0,High
73,68,1,4.4,0,High
67,56,6,0.6,0,Medium
70,92,6,3.7,1,Medium
47,97,8,5.1,0,High
78,48,6,2.6,0,Medium
65,57,6,0.7,0,Medium
97,62,1,4.4,0,High
73,39,7,5.6,0,High
93,59,7,4.4,1,Medium
93,51,9,3.7,0,Medium
42,32,7,1.8,0,High
98,77,8,0.6,1,Low
89,31,4,4.3,0,High
51,83,9,1.8,0,High
40,35,1,5.2,0,High
93,69,8,3.1,1,Low
83,31,3,3.4,0,High
44,31,1,4.6,0,High
69,84,2,4.8,0,High
69,89,6,4.0,0,Medium
98,35,5,5.7,0,High
96,48,3,5.9,0,Medium
56,56,9,5.7,0,High
87,30,8,5.0,0,High
86,62,3,4.4,0,Low
62,69,2,4.1,0,High
54,61,8,1.1,0,High
76,98,5,2.0,1,Low
60,46,9,0.5,0,Medium
53,37,1,1.3,0,High
41,86,3,2.9,0,High
50,71,5,1.3,0,High
90,38,2,5.5,0,High
78,64,3,4.9,0,Low
77,82,4,0.9,1,Low
99,83,4,1.9,1,Low
73,54,9,5.0,0,Medium
77,96,1,4.9,0,High
89,91,9,5.7,1,Low
73,84,9,6.0,1,Medium
57,75,6,5.9,0,High
69,53,1,2.8,0,High
54,75,6,1.9,0,High
66,51,8,4.7,0,Medium
90,40,5,2.1,0,High
73,77,5,4.9,1,Medium
91,37,1,3.4,0,High
96,68,1,4.9,0,High
77,64,8,2.0,1,Low
72,78,5,3.3,1,Medium
63,75,8,3.6,0,Medium
54,67,2,5.7,0,High
99,37,4,2.0,0,High
69,83,9,5.7,0,Medium
94,66,3,4.9,0,Low
81,69,6,4.5,1,Low
90,63,7,4.8,1,Low
56,46,3,3.8,0,High
44,62,1,1.8,0,High
68,76,2,1.5,0,High
43,81,7,5.3,0,High
49,38,7,4.5,0,High
95,62,1,1.7,0,High
56,89,7,3.9,0,High
49,50,6,3.0,0,High
56,87,6,1.4,0,High
99,98,7,3.4,1,Low
59,39,7,2.0,0,High
63,35,1,1.0,0,High
44,42,5,3.1,0,High
73,94,8,3.7,1,Medium
45,49,8,0.8,0,High
92,86,3,2.7,0,Low
41,75,3,1.9,0,High
52,37,7,0.7,0,High
82,39,4,1.2,0,High
82,96,6,1.3,1,Low
87,40,9,1.5,0,High
50,41,2,4.9,0,High
90,39,2,2.9,0,High
86,54,6,1.3,0,Medium
96,78,3,1.1,0,Low
62,78,1,2.1,0,High
94,40,2,4.9,0,High
55,91,7,2.5,0,High
70,65,4,1.4,1,Medium
50,68,2,2.7,0,High
93,82,8,3.6,1,Low
55,85,4,0.7,0,High
47,30,4,4.0,0,High
43,85,2,2.7,0,High
79,33,1,0.6,0,High
43,59,1,4.2,0,High
95,41,3,4.4,0,High
64,64,6,4.0,0,Medium
42,81,7,2.4,0,High
71,60,9,3.4,1,Medium
42,97,5,2.6,0,High
66,81,9,4.4,0,Medium
68,36,8,3.7,0,High
71,51,1,0.9,0,High
89,85,3,4.0,0,Low
97,87,8,4.3,1,Low
90,93,9,2.5,1,Low
58,41,4,5.3,0,High
60,36,6,5.1,0,High
44,84,4,1.5,0,High
57,91,9,5.5,0,High
67,84,2,2.9,0,High
81,65,6,4.5,1,Low
61,53,3,5.0,0,Medium
60,73,4,3.3,0,Medium
45,46,2,2.7,0,High
40,31,8,5.5,0,High
44,42,8,1.8,0,High
80,60,1,1.9,0,High
51,57,6,2.5,0,High
65,89,1,5.2,0,High
85,56,6,5.7,1,Medium
73,44,7,1.7,0,High
88,62,2,5.3,0,High
53,49,9,1.9,0,High
65,71,8,5.8,0,Medium
84,41,9,3.8,0,High
66,52,4,0.5,0,Medium
48,43,4,0.7,0,High
65,54,8,1.3,0,Medium
96,60,1,1.5,0,High
86,83,8,4.7,1,Low
96,34,7,1.7,0,High
61,42,7,5.8,0,High
86,57,9,4.0,1,Medium
95,72,7,4.3,1,Low
69,76,2,1.7,0,High
82,67,1,5.4,0,High
87,96,1,4.2,0,High
56,91,7,5.3,0,High
65,68,5,5.8,0,Medium
75,66,4,1.2,1,Low
40,37,5,1.0,0,High
47,81,6,4.9,0,High
88,62,6,5.3,1,Low
74,71,1,3.7,0,High
91,56,2,2.5,0,High
54,37,3,4.1,0,High
86,52,4,2.2,0,Medium
95,93,6,1.8,1,Low
61,49,9,3.2,0,Medium
53,45,2,1.7,0,High
65,46,8,3.2,0,Medium
67,48,9,5.8,0,Medium
62,37,2,5.1,0,High
53,67,9,5.7,0,High
63,67,7,4.9,0,Medium
41,82,9,2.5,0,High
84,60,6,5.0,1,Low
65,73,2,5.6,0,High
53,89,8,5.7,0,High
98,46,9,4.3,0,Medium
95,68,8,1.7,1,Low
90,71,2,0.7,0,High
46,77,8,1.3,0,High
42,41,3,5.8,0,High
86,47,3,3.0,0,Medium
62,35,9,5.2,0,High
85,72,9,3.1,1,Low
82,64,9,4.1,1,Low
86,83,4,0.6,1,Low
99,91,7,1.9,1,Low
84,98,8,2.9,1,Low
57,45,5,4.0,0,High
97,37,1,1.4,0,High
77,60,9,4.7,1,Low
74,39,6,2.5,0,High
90,85,3,5.0,0,Low
54,99,3,1.0,0,High
64,49,1,4.2,0,High
94,34,8,2.1,0,High
76,52,2,4.9,0,High
67,38,1,2.7,0,High
49,87,7,4.2,0,High
78,88,9,5.6,1,Low
96,83,6,0.6,1,Low
56,75,8,0.6,0,High
78,51,8,4.7,0,Medium
61,93,9,4.1,0,Medium
65,37,7,2.1,0,High
83,49,9,3.2,0,Medium
64,80,9,0.7,0,Medium
56,68,1,1.6,0,High
52,66,6,2.8,0,High
59,79,8,5.1,0,High
64,63,9,3.1,0,Medium
43,62,4,3.7,0,High
49,60,2,5.3,0,High
42,83,9,2.2,0,High
80,73,9,4.4,1,Low
84,63,8,5.2,1,Low
57,91,3,1.6,0,High
86,52,5,2.5,0,Medium
75,75,2,5.9,0,High
86,85,3,5.9,0,Low
61,36,1,1.7,0,High
73,90,4,0.9,1,Medium
86,32,5,2.0,0,High
47,67,2,2.7,0,High
79,63,3,2.9,0,Low
88,73,6,3.9,1,Low
83,59,6,5.4,1,Medium
58,46,7,2.3,0,High
81,88,9,5.2,1,Low
80,39,4,1.0,0,High
76,47,5,0.7,0,Medium
45,74,2,3.3,0,High
91,88,6,0.8,1,Low
65,91,4,2.7,0,Medium
73,88,5,5.4,1,Medium
98,78,7,1.8,1,Low
95,92,6,4.4,1,Low
98,61,8,2.2,1,Low
84,39,6,0.7,0,High
45,40,8,3.6,0,High
76,99,4,5.1,1,Low
96,91,7,2.8,1,Low
72,76,3,3.9,0,Medium
92,63,1,5.5,0,High
61,46,9,4.8,0,Medium
60,83,9,1.6,0,Medium
45,69,6,4.5,0,High
45,48,2,3.3,0,High
94,96,8,4.6,1,Low
87,82,6,3.2,1,Low
43,93,7,1.2,0,High
69,76,1,3.6,0,High
50,35,3,3.2,0,High
69,45,1,3.3,0,High
70,47,1,5.3,0,High
63,81,1,5.4,0,High
94,77,4,3.0,1,Low
48,72,7,3.0,0,High
94,68,7,3.3,1,Low
42,78,5,3.4,0,High
90,41,6,5.7,0,High
70,39,2,4.1,0,High
79,84,5,2.0,1,Low
76,30,7,3.4,0,High
75,78,9,3.9,1,Low
63,65,6,4.0,0,Medium
70,50,4,3.7,0,Medium
45,66,3,1.5,0,High
41,53,9,0.7,0,High
59,84,7,2.4,0,High
67,54,6,2.9,0,Medium
50,36,7,0.8,0,High
43,53,8,5.0,0,High
54,40,5,2.4,0,High
45,41,3,5.5,0,High
93,64,3,1.3,0,Low
88,92,2,0.8,0,High
69,97,8,3.2,0,Medium
95,86,1,1.5,0,High
77,42,8,5.7,0,High
90,52,3,0.6,0,Medium
96,68,9,2.8,1,Low
41,41,2,5.6,0,High
54,63,9,2.6,0,High
50,60,6,1.0,0,High
47,91,1,2.2,0,High
65,42,5,3.2,0,High
90,60,9,1.5,1,Low
84,31,6,3.1,0,High
83,44,7,5.1,0,High
44,86,4,5.3,0,High
45,63,1,0.8,0,High
65,97,5,1.4,0,Medium
93,58,2,2.0,0,High
43,95,8,3.8,0,High
58,45,4,2.5,0,High
59,68,1,5.1,0,High
72,66,7,4.4,1,Medium
59,50,2,1.1,0,High
88,73,3,3.9,0,Low
51,48,9,1.1,0,High
86,37,9,1.9,0,High
40,95,2,1.5,0,High
65,70,3,1.5,0,Medium
53,99,9,3.9,0,High
77,90,1,3.6,0,High
76,55,2,1.5,0,High
50,99,2,5.9,0,High
75,58,3,2.8,0,Medium
52,95,3,1.0,0,High
82,48,2,1.2,0,High
42,97,8,3.7,0,High
72,87,8,5.9,1,Medium
45,99,8,3.6,0,High
89,86,2,5.7,0,High
95,66,9,2.9,1,Low
49,90,7,2.9,0,High
44,59,5,3.3,0,High
62,54,7,4.3,0,Medium
49,94,8,2.5,0,High
83,35,9,5.3,0,High
41,47,2,0.7,0,High
52,39,6,2.9,0,High
79,40,9,3.3,0,High
41,94,6,3.8,0,High
59,94,2,2.0,0,High
40,81,1,2.9,0,High
76,96,3,3.2,0,Low
48,60,5,4.3,0,High
56,46,7,4.8,0,High
48,84,3,4.6,0,High
50,65,9,2.4,0,High
54,55,4,6.0,0,High
63,82,2,5.2,0,High
77,46,3,1.9,0,Medium
94,54,5,1.6,0,Medium
74,31,3,2.2,0,High
69,34,5,3.0,0,High
70,33,4,5.2,0,High
88,65,3,4.8,0,Low
44,35,6,5.2,0,High
99,50,8,2.0,0,Medium
83,55,4,3.8,1,Medium
89,84,9,2.1,1,Low
53,68,6,1.1,0,High
92,62,5,4.3,1,Low
95,43,3,1.3,0,High
50,85,5,4.2,0,High
48,50,5,4.1,0,High
73,75,4,5.0,1,Medium
51,45,6,1.3,0,High
74,45,3,4.8,0,Medium
74,58,1,6.0,0,High
40,37,7,5.2,0,High
79,32,7,4.6,0,High
61,48,4,4.1,0,Medium
99,95,9,2.8,1,Low
68,51,2,4.5,0,High
47,75,1,4.5,0,High
50,42,3,4.0,0,High
80,62,7,4.9,1,Low
76,34,9,3.0,0,High
53,56,2,1.2,0,High
99,53,6,3.6,0,Medium
69,96,3,2.0,0,Medium
74,92,5,2.6,1,Medium
60,77,9,0.6,0,Medium
76,92,3,2.6,0,Low
44,41,1,4.9,0,High
58,57,5,3.5,0,High
98,73,1,0.6,0,High
53,72,8,3.1,0,High
65,46,7,2.1,0,Medium
43,69,2,3.1,0,High
64,78,9,2.7,0,Medium
84,86,5,5.6,1,Low
81,93,7,0.7,1,Low
64,86,4,4.3,0,Medium
57,99,1,5.2,0,High
79,72,8,5.8,1,Low
47,52,1,1.5,0,High
78,56,3,3.4,0,Medium
79,87,6,0.7,1,Low
53,66,8,3.2,0,High
71,35,8,1.2,0,High
90,94,2,5.1,0,High
77,35,9,1.1,0,High
72,79,4,3.3,1,Medium
62,51,4,3.4,0,Medium
54,54,2,5.8,0,High
72,80,1,4.1,0,High
64,77,7,2.1,0,Medium
56,99,3,1.8,0,High
72,94,4,1.2,1,Medium
86,89,9,4.7,1,Low
94,75,6,4.3,1,Low
41,65,1,3.9,0,High
53,87,9,0.7,0,High
92,67,9,4.7,1,Low
79,40,5,4.0,0,High
79,41,8,5.8,0,High
90,71,7,3.7,1,Low
78,68,8,2.2,1,Low
90,40,9,2.6,0,High
45,65,2,1.5,0,High
45,81,5,4.5,0,High
42,60,8,4.4,0,High
46,62,3,1.6,0,High
90,42,6,1.4,0,High
47,47,6,0.9,0,High
81,70,7,5.5,1,Low
91,87,3,1.8,0,Low
54,85,8,2.4,0,High
86,53,8,2.0,0,Medium
68,60,9,2.8,0,Medium
72,84,8,4.4,1,Medium
91,39,3,5.3,0,High
69,89,6,1.5,0,Medium
78,31,9,4.3,0,High
66,44,1,2.4,0,High
75,32,3,5.9,0,High
68,72,2,2.1,0,High
77,60,8,0.5,1,Low
96,99,6,3.3,1,Low
72,96,8,1.3,1,Medium
76,85,2,0.7,0,High
66,92,6,4.3,0,Medium
94,44,7,4.5,0,High
72,39,8,3.0,0,High
43,67,9,4.2,0,High
61,76,5,3.5,0,Medium
41,86,3,4.0,0,High
49,79,2,3.8,0,High
44,44,8,4.2,0,High
98,47,1,1.6,0,High
49,31,6,2.0,0,High
72,72,2,2.9,0,High
93,55,3,3.0,0,Medium
77,67,8,4.8,1,Low
52,71,1,2.5,0,High
70,34,6,1.4,0,High
86,40,3,1.9,0,High
75,94,6,1.7,1,Low
84,63,3,4.5,0,Low
63,30,8,3.1,0,High
91,31,5,4.4,0,High
95,49,4,2.8,0,Medium
54,90,9,5.4,0,High
68,50,5,5.9,0,Medium
47,97,4,4.2,0,High
44,41,8,5.3,0,High
68,51,8,3.3,0,Medium
86,49,8,5.6,0,Medium
43,30,4,5.1,0,High
51,59,1,6.0,0,High
84,53,2,3.9,0,High
41,43,4,4.8,0,High
66,65,2,3.5,0,High
70,98,3,1.9,0,Medium
90,53,9,2.5,0,Medium
90,89,9,5.4,1,Low
75,84,9,0.8,1,Low
75,53,7,3.8,0,Medium
65,53,4,2.5,0,Medium
82,83,1,2.6,0,High
66,55,3,5.4,0,Medium
44,95,8,5.2,0,High
59,67,4,3.8,0,High
50,94,2,2.0,0,High
49,80,8,3.1,0,High
79,64,7,2.7,1,Low
77,72,9,2.4,1,Low
45,58,2,1.1,0,High
47,66,5,3.5,0,High
62,87,6,2.2,0,Medium
86,83,2,4.1,0,High
65,68,2,2.3,0,High
85,71,4,2.9,1,Low
82,57,8,0.8,1,Medium
51,58,5,6.0,0,High
65,72,9,3.3,0,Medium
52,32,4,0.6,0,High
79,39,3,3.5,0,High
57,88,8,5.3,0,High
64,43,1,4.7,0,High
72,76,9,4.4,1,Medium
86,71,4,1.3,1,Low
79,61,9,4.1,1,Low
99,61,8,4.7,1,Low
82,71,3,3.6,0,Low
51,61,3,5.4,0,High
83,55,9,2.0,1,Medium
75,30,3,1.8,0,High
87,85,4,5.3,1,Low
43,31,9,3.9,0,High
44,59,4,0.5,0,High
95,81,3,2.4,0,Low
76,38,7,5.2,0,High
47,51,6,0.7,0,High
81,63,1,0.5,0,High
88,78,8,2.0,1,Low
67,30,1,5.5,0,High
70,82,4,5.5,1,Medium
97,69,6,3.4,1,Low
48,74,6,3.5,0,High
93,97,7,2.3,1,Low
90,38,5,1.8,0,High
68,51,5,5.0,0,Medium
53,47,4,1.1,0,High
79,72,6,3.2,1,Low
80,68,7,4.0,1,Low
61,35,1,1.1,0,High
50,77,9,3.4,0,High
62,36,8,3.7,0,High
40,98,7,4.6,0,High
85,45,9,1.8,0,Medium
76,30,3,2.1,0,High
60,66,4,3.6,0,Medium
65,66,7,5.9,0,Medium
85,93,6,1.7,1,Low
75,91,2,5.9,0,High
93,90,2,4.4,0,High
62,62,7,5.0,0,Medium
96,95,9,1.0,1,Low
40,59,9,2.2,0,High
93,49,7,0.8,0,Medium
94,89,8,2.5,1,Low
90,53,3,5.9,0,Medium
79,33,1,1.1,0,High
54,66,7,3.6,0,High
60,33,8,0.5,0,High
86,47,2,4.4,0,High
48,95,9,1.6,0,High
92,77,4,1.2,1,Low
48,62,9,2.4,0,High
49,87,3,4.7,0,High
91,57,8,1.1,1,Medium
96,64,2,1.8,0,High
92,39,3,0.5,0,High
65,94,1,5.8,0,High
80,71,5,3.8,1,Low
74,38,4,4.5,0,High
91,89,1,4.1,0,High
64,44,9,1.3,0,High
65,86,6,3.8,0,Medium
50,98,6,1.2,0,High
77,51,2,2.7,0,High
41,93,7,3.6,0,High
46,70,9,3.6,0,High
57,85,6,1.2,0,High
66,52,8,0.7,0,Medium
73,54,5,4.9,0,Medium
66,35,2,4.5,0,High
56,63,4,1.0,0,High
82,92,1,1.2,0,High
98,38,1,5.4,0,High
83,89,6,4.7,1,Low
98,78,2,6.0,0,High
90,80,6,1.9,1,Low
93,89,1,3.2,0,High
63,99,3,1.8,0,Medium
64,66,9,3.9,0,Medium
46,60,2,1.1,0,High
91,70,8,1.2,1,Low
45,91,6,0.9,0,High
92,87,6,4.3,1,Low
63,43,7,3.2,0,High
72,65,5,3.9,1,Medium
88,65,4,5.3,1,Low
68,37,6,4.6,0,High
82,55,8,3.0,1,Medium
61,65,4,5.9,0,Medium
65,77,5,3.0,0,Medium
67,57,7,1.1,0,Medium
89,97,6,6.0,1,Low
60,91,4,0.6,0,Medium
88,80,4,3.5,1,Low
46,71,4,2.2,0,High
56,58,1,3.3,0,High
59,39,5,3.6,0,High
80,68,8,1.8,1,Low
88,30,7,3.6,0,High
59,68,5,4.7,0,High
93,50,3,2.0,0,Medium
61,94,1,2.6,0,High
67,44,7,2.0,0,High
79,33,3,5.0,0,High
88,89,4,4.5,1,Low
46,90,5,5.3,0,High
40,49,8,1.4,0,High
71,39,7,0.9,0,High
52,63,9,1.2,0,High
69,77,3,1.4,0,Medium
62,62,1,3.4,0,High
90,90,1,5.8,0,High
98,39,1,2.5,0,High
95,83,2,5.8,0,High
58,94,2,0.7,0,High
71,30,7,5.6,0,High
69,34,9,1.5,0,High
68,44,8,5.5,0,High
88,57,4,0.8,1,Medium
84,52,2,5.7,0,High
68,46,3,1.6,0,Medium
69,42,5,2.2,0,High
55,43,9,3.2,0,High
79,40,8,2.6,0,High
58,57,3,4.2,0,High
57,71,9,5.9,0,High
40,90,3,3.8,0,High
53,93,8,4.5,0,High
90,60,1,1.0,0,High
86,39,4,4.0,0,High
89,37,4,3.0,0,High
41,50,6,5.4,0,High
93,88,2,2.6,0,High
67,79,7,4.2,0,Medium
88,98,5,1.8,1,Low
89,99,6,1.9,1,Low
69,59,6,2.6,0,Medium
77,46,6,2.2,0,Medium
90,49,8,1.9,0,Medium
43,77,4,0.8,0,High
40,31,8,5.1,0,High
47,66,9,0.9,0,High
68,30,4,5.4,0,High
94,33,1,1.2,0,High
78,83,3,0.9,0,Low
42,54,1,3.6,0,High
71,32,7,3.3,0,High
49,38,1,3.2,0,High
49,63,4,3.7,0,High
58,72,1,2.1,0,High
85,51,2,4.1,0,High
73,99,1,3.3,0,High
99,31,5,2.3,0,High
72,95,7,5.0,1,Medium
62,61,3,4.5,0,Medium
94,45,8,2.7,0,Medium
67,30,5,5.2,0,High
71,77,5,5.6,1,Medium
89,79,5,3.5,1,Low
46,42,8,1.7,0,High
68,44,2,5.5,0,High
47,82,2,1.5,0,High
40,73,8,0.8,0,High
96,37,9,2.3,0,High
94,75,2,4.5,0,High
42,98,4,5.6,0,High
63,48,8,4.0,0,Medium
62,67,2,5.7,0,High
98,40,4,1.0,0,High
47,72,1,0.8,0,High
93,49,2,3.8,0,High
96,49,7,5.8,0,Medium
86,50,1,3.3,0,High
76,86,1,0.8,0,High
42,79,2,1.7,0,High
90,55,4,1.8,1,Medium
72,59,7,2.4,1,Medium
67,60,4,0.7,0,Medium
86,71,5,5.5,1,Low
47,97,4,3.3,0,High
73,90,4,4.2,1,Medium
74,90,9,0.9,1,Medium
71,99,6,0.8,1,Medium
63,97,3,3.7,0,Medium
53,46,6,5.4,0,High
71,48,7,3.4,0,Medium
95,80,7,5.3,1,Low
85,99,8,5.0,1,Low
82,92,4,0.9,1,Low
55,59,1,1.6,0,High
43,54,6,4.1,0,High
91,55,8,2.9,1,Medium
76,85,5,2.1,1,Low
93,51,3,2.8,0,Medium
60,48,4,2.9,0,Medium
53,60,8,5.5,0,High
70,55,6,1.1,1,Medium
94,71,5,2.0,1,Low
87,70,9,3.5,1,Low
57,52,3,4.3,0,High
46,76,7,4.0,0,High
49,42,9,5.7,0,High
46,95,4,4.9,0,High
72,95,3,3.6,0,Medium
62,45,1,1.7,0,High
60,57,9,3.0,0,Medium
58,64,1,4.3,0,High
87,70,2,5.1,0,High
58,60,9,5.8,0,High
75,61,5,3.8,1,Low
68,83,4,3.4,0,Medium
99,88,9,0.6,1,Low
57,70,9,0.9,0,High
41,95,2,1.4,0,High
40,83,3,0.8,0,High
86,69,3,2.7,0,Low
44,57,5,2.4,0,High
59,66,3,4.0,0,High
50,94,6,3.4,0,High
81,84,2,3.8,0,High
41,33,6,3.1,0,High
42,39,6,2.0,0,High
62,76,2,5.7,0,High
94,43,6,1.0,0,High
51,67,6,5.7,0,High
59,41,6,2.2,0,High
44,74,5,3.3,0,High
76,46,7,1.1,0,Medium
77,64,5,0.9,1,Low
69,95,1,2.9,0,High
48,70,9,4.6,0,High
73,96,3,2.0,0,Medium
92,58,2,3.6,0,High
83,47,6,2.0,0,Medium
74,49,8,2.6,0,Medium
91,43,2,5.5,0,High
97,63,4,5.2,1,Low
61,78,2,3.3,0,High
83,83,9,1.8,1,Low
63,60,2,1.6,0,High
56,87,2,5.7,0,High
49,71,5,1.6,0,High
69,87,5,4.9,0,Medium
95,59,7,2.5,1,Medium
98,54,1,5.9,0,High
85,92,2,2.5,0,High
62,48,6,2.4,0,Medium
71,37,2,4.0,0,High
56,32,4,5.8,0,High
89,96,6,5.9,1,Low
90,46,7,4.4,0,Medium
56,43,5,4.7,0,High
53,38,8,3.6,0,High
48,91,6,4.7,0,High
79,50,5,5.2,0,Medium
41,66,4,3.2,0,High
84,40,6,3.9,0,High
64,49,6,3.5,0,Medium
78,64,6,3.6,1,Low
48,82,1,5.4,0,High
93,76,6,2.5,1,Low
61,81,1,1.6,0,High
82,37,5,3.0,0,High
85,33,7,1.6,0,High
43,56,1,3.2,0,High
65,73,1,5.5,0,High
97,69,6,3.9,1,Low
68,76,7,5.2,0,Medium
84,73,6,1.4,1,Low
73,77,5,5.5,1,Medium
62,81,6,3.8,0,Medium
76,97,3,0.7,0,Low
50,40,9,4.0,0,High
45,33,5,5.7,0,High
57,77,2,0.9,0,High
60,55,7,3.7,0,Medium
81,68,3,5.5,0,Low
75,87,1,0.6,0,High
80,48,3,4.0,0,Medium
77,87,9,3.1,1,Low
73,57,5,2.4,1,Medium
56,95,7,4.0,0,High
76,39,3,0.8,0,High
64,87,4,4.6,0,Medium
77,43,1,0.5,0,High
97,44,3,2.2,0,High
51,62,7,3.3,0,High
62,46,4,2.6,0,Medium
92,53,2,2.2,0,High
81,59,5,5.1,1,Medium
61,91,5,5.6,0,Medium
60,42,2,5.3,0,High
66,91,6,3.4,0,Medium
96,76,4,5.4,1,Low
70,45,1,5.6,0,High
45,95,3,2.8,0,High
66,72,9,2.1,0,Medium
79,37,7,1.0,0,High
73,32,6,3.1,0,High
51,41,1,5.7,0,High
84,45,9,3.6,0,Medium
96,88,9,4.2,1,Low
92,78,1,1.1,0,High
46,92,6,1.3,0,High
49,91,7,3.1,0,High
84,78,2,5.7,0,High
56,80,8,2.5,0,High
65,62,8,5.3,0,Medium
60,59,6,1.2,0,Medium
67,88,9,3.9,0,Medium
97,44,3,3.8,0,High
85,52,2,5.2,0,High
41,74,2,0.5,0,High
99,91,6,1.5,1,Low
93,44,7,1.7,0,High
82,75,6,5.7,1,Low
40,93,3,1.3,0,High
90,75,5,0.7,1,Low
92,85,8,3.4,1,Low
75,73,6,3.4,1,Low
90,58,2,5.1,0,High
65,91,7,5.7,0,Medium
68,81,8,3.5,0,Medium
60,83,4,5.6,0,Medium
50,86,1,4.5,0,High
79,95,2,2.0,0,High
50,51,4,5.6,0,High
75,49,7,4.2,0,Medium
88,62,2,2.8,0,High
98,54,6,4.2,0,Medium
78,75,2,2.7,0,High
79,86,7,1.1,1,Low
74,34,2,4.5,0,High
93,84,3,5.0,0,Low
73,90,9,4.5,1,Medium
94,37,4,1.8,0,High
86,45,5,5.8,0,Medium
63,77,9,0.6,0,Medium
93,90,7,2.3,1,Low
61,44,8,1.9,0,High
44,94,3,0.8,0,High
95,51,4,2.7,0,Medium
72,32,7,3.9,0,High
97,83,4,5.4,1,Low
75,43,2,5.9,0,High
86,65,6,4.9,1,Low
59,96,9,3.1,0,High
58,39,2,4.5,0,High
74,78,1,5.1,0,High
91,94,8,3.1,1,Low
82,86,1,4.8,0,High
56,56,1,3.2,0,High
98,34,3,2.6,0,High
84,86,5,3.4,1,Low
82,44,9,4.2,0,High
73,59,2,4.5,0,High
48,49,1,2.5,0,High
65,66,1,3.6,0,High
41,32,8,5.5,0,High
92,70,2,5.9,0,High
48,68,9,1.7,0,High
48,55,9,1.6,0,High
79,31,2,4.2,0,High
56,52,3,2.8,0,High
40,52,2,0.6,0,High
64,45,6,2.4,0,Medium
82,38,7,4.9,0,High
79,42,6,4.9,0,High
81,57,3,3.2,0,Medium
64,56,3,3.1,0,Medium
78,80,2,3.7,0,High
74,93,2,1.7,0,High
42,81,5,3.4,0,High
89,67,8,0.6,1,Low
76,94,6,3.1,1,Low
83,47,9,2.3,0,Medium
83,92,5,4.2,1,Low
90,80,4,4.0,1,Low
69,38,9,2.6,0,High
77,42,5,0.5,0,High
73,69,1,1.9,0,High
51,84,5,4.0,0,High
58,72,5,0.9,0,High
76,73,5,1.1,1,Low
83,97,2,4.1,0,High
98,62,6,4.7,1,Low
98,53,5,2.3,0,Medium
88,65,2,3.2,0,High
56,39,8,5.7,0,High
49,49,6,5.7,0,High
96,41,3,2.2,0,High
94,91,9,5.0,1,Low
88,47,4,3.8,0,Medium
86,92,3,5.9,0,Low
51,54,7,3.1,0,High
55,41,8,4.8,0,High
63,50,7,4.7,0,Medium
58,54,1,3.2,0,High
47,40,1,4.9,0,High
70,93,5,1.9,1,Medium
60,79,8,1.2,0,Medium
56,91,3,2.8,0,High
62,78,8,5.7,0,Medium
76,43,3,3.3,0,High
93,30,4,4.0,0,High
55,54,7,3.9,0,High
45,88,3,1.2,0,High
47,98,4,2.6,0,High
64,34,8,4.4,0,High
57,48,4,5.8,0,High
64,52,9,1.4,0,Medium
51,38,4,2.8,0,High
54,79,4,1.0,0,High
98,45,5,1.8,0,Medium
65,62,1,2.6,0,High
80,31,7,3.5,0,High
84,43,9,1.8,0,High
65,30,9,1.8,0,High
86,87,1,4.8,0,High
71,45,6,5.8,0,Medium
49,76,3,2.3,0,High
55,73,4,4.3,0,High
46,43,8,1.9,0,High
56,53,4,5.6,0,High
62,84,8,4.2,0,Medium
65,44,4,4.9,0,High
60,63,9,0.8,0,Medium
61,31,6,3.8,0,High
97,56,1,3.4,0,High
46,52,2,2.1,0,High
53,97,7,1.9,0,High
54,43,7,3.7,0,High
92,92,3,4.4,0,Low
46,94,1,0.7,0,High
48,97,8,3.6,0,High
90,92,7,1.4,1,Low
87,93,8,1.3,1,Low
47,61,1,3.9,0,High
89,42,3,2.2,0,High
98,95,2,2.9,0,High
62,48,1,2.5,0,High
